"unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","minimal_pairs","cues_present","word_typicality","ME_trial_type","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc","all_mod","mean_age_months","year"
"1","hoehle2003","Höhle, B. & Weissenborn, J. (2003). German‐learning infants’ ability to detect unstressed closed‐class elements in continuous speech. Developmental Science, 6(2), 122-127. DOI: 10.1111/1467-7687.00261","Hoehle & Weissenborn (2003)","yes","Alex",1,"1","1","behavior","familiarization","head-turn preference procedure","looking_time","within_two","German","typical","1",NA,28,NA,244.36,NA,8.345,7.397,2.38,1.926,2.77,NA,NA,NA,NA,0.6647555257,"native",NA,NA,46.42,NA,11,NA,0.5357142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"match","yes",NA,"female","IDS",NA,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6647555257,"Function word segmentation","inworddb_function","early_language",0.437888694907889,0.027370078684431,0.425257290247085,0.0258138103420747,0.213878055682858,0.0059458095552605,0.217231796185221,0.04,0.794242236429281,0.090043949680674,"group_means_two",244.36,28,"hoehle2003 1","",8.02841947473254,"2003"
"2","hoehle2003","Höhle, B. & Weissenborn, J. (2003). German‐learning infants’ ability to detect unstressed closed‐class elements in continuous speech. Developmental Science, 6(2), 122-127. DOI: 10.1111/1467-7687.00261","Hoehle & Weissenborn (2003)","yes","Alex",2,"2","2","behavior","familiarization","head-turn preference procedure","looking_time","within_two","German","typical","2",NA,28,NA,194.52,NA,8.764,8.617,2.462,2.501,0.42,NA,NA,NA,NA,0.7215996623,"native",NA,NA,23,NA,3,NA,0.4642857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"match","yes",NA,"female","IDS",NA,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7215996623,"Function word segmentation","inworddb_function","early_language",0.0592365349774334,0.0199483985335024,0.0575277887761613,0.0188141284615623,0.0296052848391007,0.00497399795046707,0.0296139388003923,0.04,0.107443189481507,0.0656276006536465,"group_means_two",194.52,28,"hoehle2003 2","",6.39093205199285,"2003"
"3","shi2006a","Shi, R., Cutler, A., Werker, J., & Cruickshank, M. (2006). Frequency and form as determinants of functor sensitivity in English-acquiring infants. The Journal of the Acoustical Society of America, 119(6), EL61-EL67. DOI: 10.1121/1.2198947","Shi et al. (2006)","yes","Christina",1,"1_highfrequency","1","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical","1_highfrequency",NA,8,NA,349.62,NA,19.41,15.6913,6.15242,6.4088,3.9,NA,NA,NA,NA,0.909,"native",NA,NA,16,NA,5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"embedded",NA,NA,"female","IDS",NA,"female","IDS",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909,"Function word segmentation","inworddb_function","early_language",0.591968879264368,0.0446516971260945,0.517972769356322,0.0341864556121661,0.283813418853283,0.00867685320163027,0.291824720032147,0.2,1.07371277685615,0.146898195490604,"group_means_two",349.62,8,"shi2006a 1","",11.4867245733999,"2006"
"4","shi2006a","Shi, R., Cutler, A., Werker, J., & Cruickshank, M. (2006). Frequency and form as determinants of functor sensitivity in English-acquiring infants. The Journal of the Acoustical Society of America, 119(6), EL61-EL67. DOI: 10.1121/1.2198947","Shi et al. (2006)","yes","Christina",1,"1_lowfrequency","2","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical","1_lowfrequency",NA,16,NA,348.62,NA,14.5119,14.7275,6.31568,5.3426,NA,NA,NA,NA,NA,0.887,"native",NA,NA,27,NA,5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"embedded",NA,NA,"female","IDS",NA,"female","IDS",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.887,"Function word segmentation","inworddb_function","early_language",-0.0368584198351776,0.0141674544722733,-0.0348838616297217,0.0126901720703494,-0.0184260811050329,0.00353825723723908,-0.0184281668738204,0.0769230769230769,-0.066853778463723,0.0466090570039273,"group_means_two",348.62,16,"shi2006a 2","",11.453869689316,"2006"
"5","shi2006a","Shi, R., Cutler, A., Werker, J., & Cruickshank, M. (2006). Frequency and form as determinants of functor sensitivity in English-acquiring infants. The Journal of the Acoustical Society of America, 119(6), EL61-EL67. DOI: 10.1121/1.2198947","Shi et al. (2006)","yes","Christina",2,"2_highfreq","3","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical","2_highfreq",NA,8,NA,260.36,NA,17.7751,17.0893,4.27249,5.39172,NA,NA,NA,NA,NA,0.465,"native",NA,NA,21,NA,2,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"embedded",NA,NA,"female","IDS",NA,"female","IDS",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465,"Function word segmentation","inworddb_function","early_language",0.140983411221686,0.134992270139981,0.123360484818975,0.103353456825923,0.0703172161493814,0.0332499356306472,0.0704334559410258,0.2,0.255715621641465,0.444106767828868,"group_means_two",260.36,8,"shi2006a 3","",8.55409762007433,"2006"
"6","shi2006a","Shi, R., Cutler, A., Werker, J., & Cruickshank, M. (2006). Frequency and form as determinants of functor sensitivity in English-acquiring infants. The Journal of the Acoustical Society of America, 119(6), EL61-EL67. DOI: 10.1121/1.2198947","Shi et al. (2006)","yes","Christina",2,"2_lowfreq","4","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical","2_lowfreq",NA,16,NA,258.36,NA,14.2881,12.6288,5.85385,4.75116,NA,NA,NA,NA,NA,0.348,"native",NA,NA,27,NA,3,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"embedded",NA,NA,"female","IDS",NA,"female","IDS",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348,"Function word segmentation","inworddb_function","early_language",0.3112495598986,0.0845273840167835,0.294575476332604,0.0757134635532987,0.153773790942606,0.019667939389163,0.15500334784115,0.0769230769230769,0.564544253862261,0.278083947101539,"group_means_two",258.36,16,"shi2006a 4","",8.48838785190661,"2006"
"7","shi2006b","Shi, R., Marquis, A., & Gauthier, B. (2006). Segmentation and representation of function words in preverbal French-learning infants. In D. Bamman, T. Magnitskaia & C. Zaller (Eds.), Proceedings of the 30th annual Boston University Conference on Language Development. Sommerville, MA, Cascadilla Press, 549-560.","Shi, Marquis, & Gauthier (2006)","no","Christina",1,"1","1","eye-tracking","familiarization","central fixation","looking_time","within_two","Canadian French","typical","1",NA,16,NA,193.52,NA,58.525,53.2,13.81716,14.94974,NA,NA,NA,NA,NA,0.852,"native",NA,NA,22,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852,"Function word segmentation","inworddb_function","early_language",0.369930560968007,0.0227765193730658,0.350112852344721,0.0204015442981319,0.181880188878547,0.00514752486441442,0.183926517770305,0.0769230769230769,0.670979816294579,0.074931745281969,"group_means_two",193.52,16,"shi2006b 1","",6.35807716790899,"2006"
"8","shi2006b","Shi, R., Marquis, A., & Gauthier, B. (2006). Segmentation and representation of function words in preverbal French-learning infants. In D. Bamman, T. Magnitskaia & C. Zaller (Eds.), Proceedings of the 30th annual Boston University Conference on Language Development. Sommerville, MA, Cascadilla Press, 549-560.","Shi, Marquis, & Gauthier (2006)","no","Christina",2,"2","2","eye-tracking","familiarization","central fixation","looking_time","within_two","Canadian French","typical","2",NA,16,NA,191.52,NA,55.9125,55.8688,12.26713,12.73152,NA,NA,NA,NA,NA,0.819,"native",NA,NA,20,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.819,"Function word segmentation","inworddb_function","early_language",0.00349558570006458,0.0226253818474808,0.00330832218041827,0.0202661663295834,0.00174779018047722,0.00565629362551654,0.00174779196017983,0.0769230769230769,0.00634029112040337,0.0744345227527414,"group_means_two",191.52,16,"shi2006b 2","",6.29236739974127,"2006"
"9","shi2006b","Shi, R., Marquis, A., & Gauthier, B. (2006). Segmentation and representation of function words in preverbal French-learning infants. In D. Bamman, T. Magnitskaia & C. Zaller (Eds.), Proceedings of the 30th annual Boston University Conference on Language Development. Sommerville, MA, Cascadilla Press, 549-560.","Shi, Marquis, & Gauthier (2006)","no","Christina",4,"4_highfrequency","3","eye-tracking","familiarization","central fixation","looking_time","within_two","Canadian French","typical","4_highfrequency",NA,8,NA,258.36,NA,48.0875,41.325,15.65991,16.8804,2.915,NA,NA,NA,NA,0.921,"native",NA,NA,51.42,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921,"Function word segmentation","inworddb_function","early_language",0.415346279739754,0.0305320332558534,0.363427994772285,0.0233760879615127,0.203334700305996,0.00672485245350332,0.206208629127913,0.2,0.753354818129014,0.100446363265392,"group_means_two",258.36,8,"shi2006b 3","",8.48838785190661,"2006"
"10","shi2006b","Shi, R., Marquis, A., & Gauthier, B. (2006). Segmentation and representation of function words in preverbal French-learning infants. In D. Bamman, T. Magnitskaia & C. Zaller (Eds.), Proceedings of the 30th annual Boston University Conference on Language Development. Sommerville, MA, Cascadilla Press, 549-560.","Shi, Marquis, & Gauthier (2006)","no","Christina",4,"4_lowfrequency","4","eye-tracking","familiarization","central fixation","looking_time","within_two","Canadian French","typical","4_lowfrequency",NA,8,NA,258.36,NA,36.9,36.8,15.4089,14.56571,NA,NA,NA,NA,NA,0.88,"native",NA,NA,51.42,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,"Function word segmentation","inworddb_function","early_language",0.00666967531684686,0.030002780285552,0.005835965902241,0.0229708786561258,0.00333481911497618,0.00750044482806436,0.00333483147725374,0.2,0.0120974528493455,0.0987051907837337,"group_means_two",258.36,8,"shi2006b 4","",8.48838785190661,"2006"
