"unique_row","study_ID","short_cite","long_cite","peer_reviewed","coder","expt_unique","same_sample","task_type","participant_design","native_language","group_name_1","group_name_2","n_1","n_2","feature","unit","x_1","x_2","SD_1","SD_2","expt_num","expt_condition","n_1_M","n_2_M","n_1_F","n_2_F","mean_age_1","mean_age_2","sd_age_1","sd_age_2","mean_education_1","mean_education_2","sd_education_1","sd_education_2","mean_total_task_duration_1","mean_total_task_duration_2","sd_total_task_duration_1","sd_total_task_duration_2","task_type_specification","native_language_specification","diagnosis_specification","feature_specification","prosody_type","notes","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_sample_calc","all_mod"
"1","Emmorey1987","Emmorey (1987)","Emmorey, K. D. (1987). The neurological substrates for prosodic aspects of speech. Brain and Language, 30(2), 305-320.","yes","LNJ, ND","Emmorey (1987)","A","constrained","between",NA,"LHD","HC",15,22,"pitch_variability","Mean pitch difference between noun compounds and noun phrases",3,36,8,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",-1.23052120051488,0.132583136782247,-1.20337735050352,0.126798394601058,-0.517104811122356,0.0125662059705364,-0.572379719080122,0.0833333333333333,-2.23191857117061,0.436181036765432,"between",NA,18.5,"Emmorey1987 A",""
"19","Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994)","D","constrained","between",NA,"LHD","HC",9,9,"pitch","Mean ratio between contrasting syllables",0.794444444,0.81,0.075682084,0.09617692,NA,"compound nouns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",-0.179753288806838,0.223119756801024,-0.170765624366496,0.201365580512924,-0.089515825624523,0.0544497474526887,-0.0897560810466545,0.166666666666667,-0.326036400956852,0.734034577897792,"between",NA,9,"Ouellette1994 D",""
"20","Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).1","D","constrained","between",NA,"LHD","HC",9,9,"pitch","Mean ratio between contrasting syllables",0.94,0.893333333,0.154092324,0.136381817,NA,"noun phrases",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",0.32071816826809,0.225079448429368,0.304682259854685,0.203134202207504,0.158336195773396,0.0521429605065547,0.159679644191163,0.166666666666667,0.581718409703024,0.740481704937751,"between",NA,9,"Ouellette1994 D",""
"24","Balan1999","Balan & Gandour (1999)","Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.","yes","LNJ, ND","Balan & Gandour (1999)","F","constrained","between","English","LHD","HC",8,8,"pitch_variability","Mean ratio between contrasting syllables",0.978370787,0.977808989,0.000953402,0.000953402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",0.589256158472504,0.260850713134305,0.555260610868321,0.231620770057495,0.282616933428932,0.0508014734095727,0.290523894059745,0.2,1.06879244560853,0.858164448792546,"between",NA,8,"Balan1999 F",""
"26","Baum2001","Baum et al. (2001)","Baum, S. R., Marc D. Pell, Carol. (2001). Using prosody to resolve temporary syntactic ambiguities in speech production: acoustic data on brain-damaged speakers. Clin Linguist Phon, 15(6), 441-456.","yes","LNJ, ND","Baum et al. (2001)","H","constrained","between",NA,"LHD","HC",10,12,"pitch_variability","mean F0 ratios across three syntactic conditions",1.093,1.1,0.052715168,0.090308115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",-0.0924254051634598,0.183527480049689,-0.0887770339070074,0.169324435800691,-0.0459726863124709,0.0452147822374926,-0.0460051150169003,0.142857142857143,-0.167641141124573,0.603781208273082,"between",NA,11,"Baum2001 H",""
"27","Gandour2001","Gandour and Baum (2001)","Gandour, J., & Baum, S. R. (2001). Production of stress retraction by left- and right-hemispheredamaged patients. Brain Lang, 79(3), 482-494.","yes","LNJ, ND","Gandour and Baum (2001)","I","constrained","between","English","LHD","HC",7,9,"pitch_variability","proportion of F0 rises",0.693251534,0.432926829,0.535642903,0.109756098,NA,"clash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",0.722437441717636,0.270278124505614,0.680758358541618,0.239991781411975,0.337373726041906,0.0462887867496841,0.351125960989138,0.25,1.31035657248644,0.889179389046262,"between",NA,8,"Gandour2001 I",""
"28","Gandour2001","Gandour and Baum (2001)","Gandour, J., & Baum, S. R. (2001). Production of stress retraction by left- and right-hemispheredamaged patients. Brain Lang, 79(3), 482-494.","yes","LNJ, ND","Gandour and Baum (2001).1","I","constrained","between","English","LHD","HC",7,9,"pitch_variability","proportion of F0 rises",0.901840491,0.969512195,0.162316031,0.036585366,NA,"non-clash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",-0.616313659469199,0.265838332932264,-0.58075710219213,0.236049496068922,-0.292379745950608,0.0500367834521574,-0.301166488354367,0.25,-1.1178693237141,0.874573060228843,"between",NA,8,"Gandour2001 I",""
"30","Ross2008","Ross & Monnot (2008)","Ross, E. D., & Monnot, M. (2008). Neurology of affective prosody and its functional-anatomic organization in right hemisphere. Brain Lang, 104(1), 51-74.","yes","LNJ, ND","Ross & Monnot (2008)","K","free","between",NA,"LHD","HC",18,43,"pitch_variability","Spontaneous production (Z-score of mean percent coefficient of variation of F0)",-1.785,0,1.035,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",-1.77935385479938,0.104763010005678,-1.75634496874594,0.102071139411931,-0.63013742366215,0.00477620636891508,-0.741644038949386,0.0666666666666667,-3.22739089058282,0.344656488207804,"between",NA,30.5,"Ross2008 K",""
"31","Ross2008","Ross & Monnot (2008)","Ross, E. D., & Monnot, M. (2008). Neurology of affective prosody and its functional-anatomic organization in right hemisphere. Brain Lang, 104(1), 51-74.","yes","LNJ, ND","Ross & Monnot (2008).1","K","constrained","between",NA,"LHD","HC",18,43,"pitch_variability","Affective-prosodic repitition  (Z-score of mean percent coefficient of variation of F0)",-1.825,0,0.995,0.99,NA,"repetition - words",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",-1.84075081876852,0.106584841450003,-1.81694800645686,0.103846159157246,-0.642980516327587,0.00447455372284135,-0.763238451483916,0.0666666666666667,-3.33875266479596,0.350650073421453,"between",NA,30.5,"Ross2008 K",""
"32","Ross2008","Ross & Monnot (2008)","Ross, E. D., & Monnot, M. (2008). Neurology of affective prosody and its functional-anatomic organization in right hemisphere. Brain Lang, 104(1), 51-74.","yes","LNJ, ND","Ross & Monnot (2008).2","K","constrained","between",NA,"LHD","HC",18,43,"pitch_variability","Affective-prosodic repitition  (Z-score of mean percent coefficient of variation of F0)",-1.085,0,1.015,0.99,NA,"repetition - monosyllable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",-1.08797270538069,0.0885137023586618,-1.07390409281111,0.0862393554063351,-0.444489885920784,0.00951286261982963,-0.477812351009497,0.0666666666666667,-1.97336420132368,0.291198408785254,"between",NA,30.5,"Ross2008 K",""
"33","Ross2008","Ross & Monnot (2008)","Ross, E. D., & Monnot, M. (2008). Neurology of affective prosody and its functional-anatomic organization in right hemisphere. Brain Lang, 104(1), 51-74.","yes","LNJ, ND","Ross & Monnot (2008).3","K","constrained","between",NA,"LHD","HC",18,43,"pitch_variability","Affective-prosodic repitition  (Z-score of mean percent coefficient of variation of F0)",-0.615,0,0.585,0.99,NA,"repetition - asyllabic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",-0.689184110146869,0.0827046050637893,-0.68027224665359,0.0805795220375701,-0.299858805706071,0.0129675048074399,-0.309364452859028,0.0666666666666667,-1.25004170082472,0.272087244709311,"between",NA,30.5,"Ross2008 K",""
"38","Yang2016","Yang & Sidtis (2016)","Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.","yes","LNJ, ND","Yang & Sidtis (2016)","M","constrained","between","Korean","LHD","HC",7,7,"pitch_variability","F0 variation",0.145498392,0.17374264,0.068057912,0.066811902,NA,"Idiomatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",-0.418819332338966,0.291978915469316,-0.3902634687704,0.253520948814009,-0.204963805413753,0.0641762309018122,-0.207908583536592,0.25,-0.759654238725416,0.960572129713754,"between",NA,7,"Yang2016 M",""
"39","Yang2016","Yang & Sidtis (2016)","Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.","yes","LNJ, ND","Yang & Sidtis (2016).1","M","constrained","between","Korean","LHD","HC",7,7,"pitch_variability","F0 variation",0.099678457,0.108735952,0.027648527,0.026724761,NA,"literal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Left Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","lhd_weed_2020","Hemisphere_Damage",-0.333111660142577,0.289677263504391,-0.310399501496492,0.251522458652315,-0.164292610719345,0.0667119396536067,-0.165795220742773,0.25,-0.60419771738561,0.952999998259486,"between",NA,7,"Yang2016 M",""
