"unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","minimal_pairs","cues_present","word_typicality","ME_trial_type","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc","all_mod","mean_age_months","year"
"1","chambers2003","Chambers, K., Onishi, K. H., & Fisher, C. (2003). Infants learn phonotactic regularities from brief auditory experience. Cognition, 87, B69–B77.","Chambers et al. (2003)","yes","Cristia_Alex",1,NA,"1","eye-tracking","familiarization","head-turn preference procedure","looking_time","within_two","American English","typical",NA,NA,8,NA,501.93,NA,7.95,5.49,2.432447327,2.602152955,2.65,NA,NA,NA,NA,NA,"artificial",NA,NA,33.462,NA,10,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"first-order","6","25","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547016408,"Phonotactic learning","phonotactics","early_language",0.976682755842565,0.19519572717748,0.854597411362244,0.149446728620258,0.438813013538033,0.0256889386447904,0.470759798654063,0.2,1.77150656160577,0.642168202674898,"group_means_two",501.93,8,"chambers2003 1","",16.4908519682129,"2003"
"2","chambers2003","Chambers, K., Onishi, K. H., & Fisher, C. (2003). Infants learn phonotactic regularities from brief auditory experience. Cognition, 87, B69–B77.","Chambers et al. (2003)","yes","Cristia_Alex",2,NA,"2","eye-tracking","familiarization","head-turn preference procedure","looking_time","within_two","American English","typical",NA,NA,8,NA,501.93,NA,6.24,5.1,2.630437226,2.743574311,2.37,NA,NA,NA,NA,NA,"artificial",NA,NA,18.252,NA,9,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"first-order","5","25","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.540486126,"Phonotactic learning","phonotactics","early_language",0.424170080216654,0.043083667175815,0.371148820189573,0.0329859326814833,0.207470346878941,0.00943905801357786,0.210526452768075,0.2,0.769359421824145,0.141739583724497,"group_means_two",501.93,8,"chambers2003 2","",16.4908519682129,"2003"
"3","chambers2011","Chambers, K. E., Onishi, K. H., & Fisher, C. (2011). Representations for phonotactic learning in infancy. Language Learning & Development, 7, 287–308.","Chambers et al. (2011)","yes","Cristia_Alex",1,NA,"exp1_10.5_month_olds","eye-tracking","familiarization","head-turn preference procedure","looking_time","within_two","American English","typical",NA,NA,16,NA,313.326,NA,7.38,5.63,3.76,3.08,2.67,NA,NA,0.69,NA,NA,"artificial",NA,NA,42.588,NA,2,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"first-order","5","16","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292458102,"Phonotactic learning","phonotactics","early_language",0.509185853751539,0.0427016540553356,0.481908040157707,0.0382490262249483,0.246722485747278,0.00884217477372838,0.251919835336721,0.0769230769230769,0.9235609778116,0.140482810932779,"group_means_two",313.326,16,"chambers2011 exp1_10.5_month_olds","",10.2942894104602,"2011"
"4","chambers2011","Chambers, K. E., Onishi, K. H., & Fisher, C. (2011). Representations for phonotactic learning in infancy. Language Learning & Development, 7, 287–308.","Chambers et al. (2011)","yes","Cristia_Alex",2,NA,"exp2_16.5_month_olds_gr1","eye-tracking","familiarization","head-turn preference procedure","looking_time","within_two","American English","typical",NA,NA,8,NA,495.846,NA,4.99,7.12,1.923330445,3.139554108,-2.92,NA,NA,1.1,NA,NA,"artificial",NA,NA,33.462,NA,6.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"second-order","5","25","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692926926,"Phonotactic learning","phonotactics","early_language",-0.818142250781789,0.0993335213109978,-0.715874469434065,0.0760522272537327,-0.378617159894067,0.015611500487627,-0.398444418011149,0.2,-1.48394589432116,0.326794186368909,"group_means_two",495.846,8,"chambers2011 exp2_16.5_month_olds_gr1","",16.2909628534467,"2011"
"5","chambers2011","Chambers, K. E., Onishi, K. H., & Fisher, C. (2011). Representations for phonotactic learning in infancy. Language Learning & Development, 7, 287–308.","Chambers et al. (2011)","yes","Cristia_Alex",2,NA,"exp2_16.5_month_olds_gr2","eye-tracking","familiarization","head-turn preference procedure","looking_time","within_two","American English","typical",NA,NA,8,NA,498.888,NA,5.35,8.83,2.998132752,3.111269837,-2.79,NA,NA,1.05,NA,NA,"artificial",NA,NA,42.588,NA,6.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"second-order","5","25","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673809448,"Phonotactic learning","phonotactics","early_language",-1.13903230141551,0.247702384076923,-0.996653263738568,0.189647137808894,-0.494885670223548,0.0266601875188051,-0.542510104442453,0.2,-2.06597606414968,0.814908180015308,"group_means_two",498.888,8,"chambers2011 exp2_16.5_month_olds_gr2","",16.3909074108298,"2011"
"6","chambers2011","Chambers, K. E., Onishi, K. H., & Fisher, C. (2011). Representations for phonotactic learning in infancy. Language Learning & Development, 7, 287–308.","Chambers et al. (2011)","yes","Cristia_Alex",2,NA,"exp2_10.5_month_olds","eye-tracking","familiarization","head-turn preference procedure","looking_time","within_two","American English","typical",NA,NA,16,NA,310.284,NA,7.4,8.08,4.44,3.56,-0.91,NA,NA,0.23,NA,NA,"artificial",NA,NA,39.546,NA,4,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"second-order","5","16","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513869309,"Phonotactic learning","phonotactics","early_language",-0.168980740509024,0.0331568958738078,-0.159928200838897,0.0296995282237009,-0.0841904028818579,0.00811420771681126,-0.0843901676654084,0.0769230769230769,-0.306497159703094,0.109081815147532,"group_means_two",310.284,16,"chambers2011 exp2_10.5_month_olds","",10.1943448530771,"2011"
"7","chambers2011","Chambers, K. E., Onishi, K. H., & Fisher, C. (2011). Representations for phonotactic learning in infancy. Language Learning & Development, 7, 287–308.","Chambers et al. (2011)","yes","Cristia_Alex",2,NA,"exp2_10.5_month_olds_post-hoc","eye-tracking","familiarization","head-turn preference procedure","looking_time","within_two","American English","typical",NA,NA,32,NA,313.326,NA,6.65,8.06,3.280975465,3.959797975,-1.87,NA,NA,0.34,NA,NA,"artificial",NA,NA,39.546,NA,6,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"second-order","5","16","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322195619,"Phonotactic learning","phonotactics","early_language",-0.387760857421219,0.0450011468836092,-0.378066835985689,0.042779215256231,-0.190336098104699,0.0100713278745497,-0.192685877992644,0.0344827586206897,-0.703320396665523,0.148047839112179,"group_means_two",313.326,32,"chambers2011 exp2_10.5_month_olds_post-hoc","",10.2942894104602,"2011"
"8","chambers2011","Chambers, K. E., Onishi, K. H., & Fisher, C. (2011). Representations for phonotactic learning in infancy. Language Learning & Development, 7, 287–308.","Chambers et al. (2011)","yes","Cristia_Alex",3,NA,"exp3_16.5_month_olds","eye-tracking","familiarization","head-turn preference procedure","looking_time","within_two","American English","typical",NA,NA,16,NA,492.804,NA,6.46,8.8,2.72,3.32,-3.13,NA,NA,0.81,NA,NA,"artificial",NA,NA,36.504,NA,4,NA,0.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"first-order","5","16","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789083113,"Phonotactic learning","phonotactics","early_language",-0.771039472046783,0.077978818148303,-0.729733786044277,0.0698477360263339,-0.359714045212132,0.0128641570726223,-0.376557407413166,0.0769230769230769,-1.39851090419794,0.256540028929413,"group_means_two",492.804,16,"chambers2011 exp3_16.5_month_olds","",16.1910182960636,"2011"
"9","chambers2011","Chambers, K. E., Onishi, K. H., & Fisher, C. (2011). Representations for phonotactic learning in infancy. Language Learning & Development, 7, 287–308.","Chambers et al. (2011)","yes","Cristia_Alex",3,NA,"exp3_10.5_month_olds","eye-tracking","familiarization","head-turn preference procedure","looking_time","within_two","American English","typical",NA,NA,16,NA,319.41,NA,5.58,7.6,1.8,3.28,-2.13,NA,NA,0.55,NA,NA,"artificial",NA,NA,36.504,NA,8,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"first-order","5","16","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87538962,"Phonotactic learning","phonotactics","early_language",-0.763531867117699,0.0337944510032575,-0.722628374236394,0.0302706035931602,-0.356658963787977,0.00561721740709599,-0.373052672704574,0.0769230769230769,-1.38489361515065,0.111179287451383,"group_means_two",319.41,16,"chambers2011 exp3_10.5_month_olds","",10.4941785252264,"2011"
"10","chambers2011","Chambers, K. E., Onishi, K. H., & Fisher, C. (2011). Representations for phonotactic learning in infancy. Language Learning & Development, 7, 287–308.","Chambers et al. (2011)","yes","Cristia_Alex",4,NA,"exp4_16.5_month_olds","eye-tracking","familiarization","head-turn preference procedure","looking_time","within_two","American English","typical",NA,NA,16,NA,492.804,NA,6.84,8.81,3.24,4.32,-2.87,NA,NA,0.74,NA,NA,"artificial",NA,NA,39.546,NA,13,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"first-order","5","16","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.542754737,"Phonotactic learning","phonotactics","early_language",-0.51592605886574,0.0367717811646344,-0.488287162855076,0.0329374787281435,-0.249785884074365,0.00757734769069347,-0.255184434598137,0.0769230769230769,-0.935786357562546,0.12097431107279,"group_means_two",492.804,16,"chambers2011 exp4_16.5_month_olds","",16.1910182960636,"2011"
