"unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc"
"1","fernald1998","Fernald, A., Pinto, J. P., Swingley, D., Weinbergy, A., & McRoberts, G. W. (1998). Rapid gains in speed of verbal processing by infants in the 2nd year.Psychological Science,_9(3), 228-231.","Fernald et al. (1998)","yes","Molly Lewis",1,"1.25yo","fernald1998_1.25yo","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,24,NA,456.6,NA,0.654,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,14,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",NA,NA,NA,NA,NA,NA,NA,0.0476190476190476,NA,NA,"special_case",456.6,24,"fernald1998 fernald1998_1.25yo"
"2","fernald1998","Fernald, A., Pinto, J. P., Swingley, D., Weinbergy, A., & McRoberts, G. W. (1998). Rapid gains in speed of verbal processing by infants in the 2nd year.Psychological Science,_9(3), 228-231.","Fernald et al. (1998)","yes","Molly Lewis",1,"1.5yo","fernald1998_1.5yo","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,24,NA,547.92,NA,0.723,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,14,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",NA,NA,NA,NA,NA,NA,NA,0.0476190476190476,NA,NA,"special_case",547.92,24,"fernald1998 fernald1998_1.5yo"
"3","fernald1998","Fernald, A., Pinto, J. P., Swingley, D., Weinbergy, A., & McRoberts, G. W. (1998). Rapid gains in speed of verbal processing by infants in the 2nd year.Psychological Science,_9(3), 228-231.","Fernald et al. (1998)","yes","Molly Lewis",1,"2yo","fernald1998_2yo","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,24,NA,730.56,NA,0.772,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,14,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",NA,NA,NA,NA,NA,NA,NA,0.0476190476190476,NA,NA,"special_case",730.56,24,"fernald1998 fernald1998_2yo"
"4","swingley1999","Swingley, D., Pinto, J. P., & Fernald, A. (1999). Continuous processing in word recognition at 24 months._Cognition,_71(2), 73-108.","Swingley, Pinto, & Fernald (1999)","yes","Molly Lewis",1,"2yo - onset similar","swingley1999_2yo - onset similar","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,32,NA,742,NA,0.70275,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",NA,NA,NA,NA,NA,NA,NA,0.0344827586206897,NA,NA,"special_case",742,32,"swingley1999 swingley1999_2yo - onset similar"
"5","swingley1999","Swingley, D., Pinto, J. P., & Fernald, A. (1999). Continuous processing in word recognition at 24 months._Cognition,_71(2), 73-108.","Swingley, Pinto, & Fernald (1999)","yes","Molly Lewis",2,"2yo - rhyming","swingley1999_2yo - rhyming","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,32,NA,756,NA,0.7075,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",NA,NA,NA,NA,NA,NA,NA,0.0344827586206897,NA,NA,"special_case",756,32,"swingley1999 swingley1999_2yo - rhyming"
"6","swingley1999","Swingley, D., Pinto, J. P., & Fernald, A. (1999). Continuous processing in word recognition at 24 months._Cognition,_71(2), 73-108.","Swingley, Pinto, & Fernald (1999)","yes","Molly Lewis",3,"adult controls","swingley1999_adult controls","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,14,NA,7670.25,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"special_case",7670.25,14,"swingley1999 swingley1999_adult controls"
"7","swingley2002","Swingley, D., & Fernald, A. (2002). Recognition of words referring to present and absent objects by 24-month-olds. Journal of Memory and Language, 46(1), 39-56.","Swingley & Fernald (2002)","yes","Molly Lewis",1,NA,"swingley2002_exp1","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,24,NA,748.3,NA,0.779,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,2,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",NA,NA,NA,NA,NA,NA,NA,0.0476190476190476,NA,NA,"special_case",748.3,24,"swingley2002 swingley2002_exp1"
"8","swingley2002","Swingley, D., & Fernald, A. (2002). Recognition of words referring to present and absent objects by 24-month-olds. Journal of Memory and Language, 46(1), 39-56.","Swingley & Fernald (2002)","yes","Molly Lewis",2,NA,"swingley2002_exp2","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,24,NA,742,NA,0.789,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,8,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",NA,NA,NA,NA,NA,NA,NA,0.0476190476190476,NA,NA,"special_case",742,24,"swingley2002 swingley2002_exp2"
"9","fernald2001","Fernald, A., Swingley, D., & Pinto, J. P. (2001). When half a word is enough: Infants can recognize spoken words using partial phonetic information._Child development,_72(4), 1003-1015.","Fernald, Swingley & Pinto (2001)","yes","Molly Lewis",1,"21mo","fernald2001_21mo","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,32,NA,638.5,NA,0.7653,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",NA,NA,NA,NA,NA,NA,NA,0.0344827586206897,NA,NA,"special_case",638.5,32,"fernald2001 fernald2001_21mo"
"10","fernald2001","Fernald, A., Swingley, D., & Pinto, J. P. (2001). When half a word is enough: Infants can recognize spoken words using partial phonetic information._Child development,_72(4), 1003-1015.","Fernald, Swingley & Pinto (2001)","yes","Molly Lewis",2,"18mo","fernald2001_18mo","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,32,NA,548.5,NA,0.7539,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",NA,NA,NA,NA,NA,NA,NA,0.0344827586206897,NA,NA,"special_case",548.5,32,"fernald2001 fernald2001_18mo"
"11","fernald2006","Fernald, A., Perfors, A., & Marchman, V. A. (2006). Picking up speed in understanding: Speech processing efficiency and vocabulary growth across the 2nd year._Developmental psychology,_42(1), 98.","Fernald, Perfors & Marchman (2006)","yes","Molly Lewis",1,"15mo","group_a","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,59,NA,456,NA,0.52,0.5,0.31,NA,NA,NA,NA,0.064516129,NA,NA,"native",NA,NA,NA,NA,4,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",0.0645161290322581,0.0169844265330958,0.0636672325976231,0.0165404084571787,0.0322412940109581,0.00423287889627684,0.0322524726034283,0.0178571428571429,0.117019313821563,0.0558765236203405,"group_means_one",456,59,"fernald2006 group_a"
"12","fernald2006","Fernald, A., Perfors, A., & Marchman, V. A. (2006). Picking up speed in understanding: Speech processing efficiency and vocabulary growth across the 2nd year._Developmental psychology,_42(1), 98.","Fernald, Perfors & Marchman (2006)","yes","Molly Lewis",1,"18mo","group_a","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,59,NA,547.2,NA,0.56,0.5,0.32,NA,NA,NA,NA,0.1875,NA,NA,"native",NA,NA,NA,NA,4,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",0.1875,0.0172470868644068,0.185032894736842,0.0167962021489419,0.0933407086930584,0.00420005197456772,0.093613211221129,0.0178571428571429,0.340087380793916,0.0567406414743065,"group_means_one",547.2,59,"fernald2006 group_a"
"13","fernald2006","Fernald, A., Perfors, A., & Marchman, V. A. (2006). Picking up speed in understanding: Speech processing efficiency and vocabulary growth across the 2nd year._Developmental psychology,_42(1), 98.","Fernald, Perfors & Marchman (2006)","yes","Molly Lewis",1,"21mo","group_a","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,59,NA,638.4,NA,0.73,0.5,0.25,NA,NA,NA,NA,0.92,NA,NA,"native",NA,NA,NA,NA,4,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",0.92,0.0241220338983051,0.907894736842105,0.0234914197849664,0.417905608232144,0.0033905967244496,0.445151759147682,0.0178571428571429,1.66869541509548,0.0793583106419795,"group_means_one",638.4,59,"fernald2006 group_a"
"14","fernald2006","Fernald, A., Perfors, A., & Marchman, V. A. (2006). Picking up speed in understanding: Speech processing efficiency and vocabulary growth across the 2nd year._Developmental psychology,_42(1), 98.","Fernald, Perfors & Marchman (2006)","yes","Molly Lewis",1,"25mo","group_a","eye-tracking","test_only","looking while listening","looking_time","within_one","American English","typical","experimental",NA,59,NA,760,NA,0.86,0.5,0.16,NA,NA,NA,NA,2.25,NA,NA,"native",NA,NA,NA,NA,4,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online word recognition","word_recognition","early_language",2.25,0.0598516949152542,2.22039473684211,0.0582870124477675,0.74740931868366,0.00128662616030706,0.967059631283324,0.0178571428571429,4.08104856952699,0.196904183849417,"group_means_one",760,59,"fernald2006 group_a"
