"","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","corr_imputed","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","dataset","short_name","mean_age","n","filename","year","all_mod","mean_age_months","age_months_floor","age_months_round","count_ages"
"1","bedford2012","Bedford, R., Elsabbagh, M., Gliga, T., Pickles, A., Senju, A., Charman, T., & Johnson, M. H. (2012). Precursors to social and communication difficulties in infants at-risk for autism: gaze following and attentional engagement. Journal of autism and developmental disorders, 42(10), 2208-2218.","Bedford et al. (2012)","yes","Kyle MacDonald",1,"7mo","bedford2012long","eye-tracking","test_only","forced-choice","target_selection","within_one","British English","typical",NA,NA,38,NA,222.07,NA,0.59,0.5,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"looking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243243243243243,0.0270943062550459,0.238175675675676,0.0259771365092867,0.120731976648077,0.00648167382144043,0.121323765850259,0.0285714285714286,0.441194439948864,0.0891366947530881,"group_means_one","Gaze following","gaze_following",222.07,38,"gaze_following","2012","",7.29608410850325,7,7,2
"2","bedford2012","Bedford, R., Elsabbagh, M., Gliga, T., Pickles, A., Senju, A., Charman, T., & Johnson, M. H. (2012). Precursors to social and communication difficulties in infants at-risk for autism: gaze following and attentional engagement. Journal of autism and developmental disorders, 42(10), 2208-2218.","Bedford et al. (2012)","yes","Kyle MacDonald",1,"13mo","bedford2012long","eye-tracking","test_only","forced-choice","target_selection","within_one","British English","typical",NA,NA,38,NA,419.8,NA,0.67,0.5,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"looking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80952380952381,0.0349385368182361,0.79265873015873,0.0334979287463036,0.375192757733183,0.00554081457068405,0.394452998961607,0.0285714285714286,1.46831377104675,0.114943178916295,"group_means_one","Gaze following","gaze_following",419.8,38,"gaze_following","2012","",13.7924803384053,13,14,2
"3","butler2009","Butler, S. C., Caron, A. J., & Brooks, R. (2000). Infant understanding of the referential nature of looking. Journal of Cognition and Development, 1(4), 359-377.","Butler, Caron, & Brooks (2009)","yes","Kyle MacDonald",1,"14moSilent","butler2009_14mo","eye-tracking","test_only","forced-choice","target_selection","within_one","American English","typical",NA,NA,44,NA,446.87,NA,0.92,0.5,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"looking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55555555555556,0.0502244668911336,1.52777777777778,0.0484467513857395,0.61394061351492,0.00303724862415691,0.71522142246197,0.024390243902439,2.82146567769767,0.165231873157033,"group_means_one","Gaze following","gaze_following",446.87,44,"gaze_following","2009","",14.6818620505555,14,15,2
"4","butler2009","Butler, S. C., Caron, A. J., & Brooks, R. (2000). Infant understanding of the referential nature of looking. Journal of Cognition and Development, 1(4), 359-377.","Butler, Caron, & Brooks (2009)","yes","Kyle MacDonald",1,"14moWow","butler2009_14mo","eye-tracking","test_only","forced-choice","target_selection","within_one","American English","typical",NA,NA,44,NA,446.87,NA,0.93,0.5,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"looking-vocalization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877551020408163,0.0314783612888569,0.861880466472303,0.0303641718427271,0.401798975650782,0.00464035061646878,0.425792407373614,0.024390243902439,1.59170148289942,0.103559657705194,"group_means_one","Gaze following","gaze_following",446.87,44,"gaze_following","2009","",14.6818620505555,14,15,2
"5","butler2009","Butler, S. C., Caron, A. J., & Brooks, R. (2000). Infant understanding of the referential nature of looking. Journal of Cognition and Development, 1(4), 359-377.","Butler, Caron, & Brooks (2009)","yes","Kyle MacDonald",1,"18moSilent","butler2009_18mo","eye-tracking","test_only","forced-choice","target_selection","within_one","American English","typical",NA,NA,40,NA,541.48,NA,0.87,0.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"looking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925,0.0356953125,0.906743421052632,0.0343001918634219,0.419777506360433,0.00498879610791173,0.447421906476351,0.027027027027027,1.67776441191665,0.117432871116087,"group_means_one","Gaze following","gaze_following",541.48,40,"gaze_following","2009","",17.7902626337296,17,18,2
"6","butler2009","Butler, S. C., Caron, A. J., & Brooks, R. (2000). Infant understanding of the referential nature of looking. Journal of Cognition and Development, 1(4), 359-377.","Butler, Caron, & Brooks (2009)","yes","Kyle MacDonald",1,"18moWow","butler2009_18mo","eye-tracking","test_only","forced-choice","target_selection","within_one","American English","typical",NA,NA,40,NA,541.48,NA,0.96,0.5,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"looking-vocalization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27777777777778,0.0454089506172839,1.25255847953216,0.0436341807762431,0.538389277102201,0.00406544296418923,0.601884639657951,0.027027027027027,2.31763252096595,0.149389459620398,"group_means_one","Gaze following","gaze_following",541.48,40,"gaze_following","2009","",17.7902626337296,17,18,2
"7","caron2002","Caron, A. J., Butler, S., & Brooks, R. (2002). Gaze following at 12 and 14 months: Do the eyes matter?. British Journal of Developmental Psychology,20(2), 225-239.","Caron, Butler, & Brooks (2002)","yes","Kyle MacDonald",1,"12moSilent","caron2002_12mo","eye-tracking","test_only","forced-choice","target_selection","within_one","American English","typical",NA,NA,16,NA,376.04,NA,0.83,0.5,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"looking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589285714285714,0.0733518016581633,0.557716836734694,0.0657031922378127,0.282629976577567,0.0142851441103835,0.290538069484884,0.0769230769230769,1.06884605392374,0.241317754824414,"group_means_one","Gaze following","gaze_following",376.04,16,"gaze_following","2002","",12.3547506108955,12,12,2
"8","caron2002","Caron, A. J., Butler, S., & Brooks, R. (2002). Gaze following at 12 and 14 months: Do the eyes matter?. British Journal of Developmental Psychology,20(2), 225-239.","Caron, Butler, & Brooks (2002)","yes","Kyle MacDonald",1,"12moWow","caron2002_12mo","eye-tracking","test_only","forced-choice","target_selection","within_one","American English","typical",NA,NA,16,NA,376.04,NA,0.9,0.5,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"looking-vocalization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869565217391304,0.0861294896030246,0.822981366459627,0.0771485128491378,0.39872611141445,0.012808756277757,0.422133314395154,0.0769230769230769,1.57721683846454,0.283354663216531,"group_means_one","Gaze following","gaze_following",376.04,16,"gaze_following","2002","",12.3547506108955,12,12,2
"9","caron2002","Caron, A. J., Butler, S., & Brooks, R. (2002). Gaze following at 12 and 14 months: Do the eyes matter?. British Journal of Developmental Psychology,20(2), 225-239.","Caron, Butler, & Brooks (2002)","yes","Kyle MacDonald",1,"14moSilent","caron2002_14mo","eye-tracking","test_only","forced-choice","target_selection","within_one","American English","typical",NA,NA,16,NA,440.88,NA,0.91,0.5,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"looking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.09375,0.946428571428572,0.0839744100765306,0.447213595499958,0.012,0.481211825059604,0.0769230769230769,1.81379936423422,0.308425137534042,"group_means_one","Gaze following","gaze_following",440.88,16,"gaze_following","2002","",14.4850612948931,14,14,2
"10","caron2002","Caron, A. J., Butler, S., & Brooks, R. (2002). Gaze following at 12 and 14 months: Do the eyes matter?. British Journal of Developmental Psychology,20(2), 225-239.","Caron, Butler, & Brooks (2002)","yes","Kyle MacDonald",1,"14moWow","caron2002_14mo","eye-tracking","test_only","forced-choice","target_selection","within_one","American English","typical",NA,NA,16,NA,440.88,NA,0.88,0.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"looking-vocalization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.090703125,0.899107142857143,0.0812452417490434,0.429056814568288,0.012316559968103,0.458740115411948,0.0769230769230769,1.72310939602251,0.298401320564186,"group_means_one","Gaze following","gaze_following",440.88,16,"gaze_following","2002","",14.4850612948931,14,14,2
