"unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","minimal_pairs","cues_present","word_typicality","ME_trial_type","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc","all_mod","mean_age_months","year"
"1","baldwin_1992","Baldwin, D. A. (1992). Clarifying the role of shape in children's taxonomic assumption. Journal of experimental child psychology, 54(3), 392-416.","Baldwin (1992)","yes","ML",2,"thematic_vs_taxonomic_nolabel",NA,"behavior","test_only","forced-choice","target_selection","within_one",NA,"typical","experimental",NA,10,NA,1582.76,NA,4.9,0.5,0.31,NA,NA,NA,NA,NA,NA,NA,"english",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"picture",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"another","superordinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorization bias","catBias","cognitive_development",14.1935483870968,10.1728407908429,12.8629032258065,8.3548428760731,0.990217748068667,1.87672470483017e-05,2.6577148082519,0.142857142857143,25.7442490407437,33.4673047469614,"group_means_one",1582.76,10,"baldwin_1992 NA","",52.0013963325736,"1992"
"2","baldwin_1992","Baldwin, D. A. (1992). Clarifying the role of shape in children's taxonomic assumption. Journal of experimental child psychology, 54(3), 392-416.","Baldwin (1992)","yes","ML",2,"thematic_vs_taxonomic_label",NA,"behavior","test_only","forced-choice","target_selection","within_one",NA,"typical","experimental",NA,10,NA,1582.76,NA,0.26,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,"english",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"picture",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"another","superordinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorization bias","catBias","cognitive_development",-0.96,0.14608,-0.87,0.11997390625,-0.432731067584771,0.0196061265488942,-0.463252120207431,0.142857142857143,-1.74124738966485,0.480583936970378,"group_means_one",1582.76,10,"baldwin_1992 NA","",52.0013963325736,"1992"
"3","baldwin_1992","Baldwin, D. A. (1992). Clarifying the role of shape in children's taxonomic assumption. Journal of experimental child psychology, 54(3), 392-416.","Baldwin (1992)","yes","ML",3,"taxonomic_vs_shape_nolabel",NA,"behavior","test_only","forced-choice","target_selection","within_one",NA,"typical","experimental",NA,10,NA,1582.76,NA,0.46,0.5,0.19,NA,NA,NA,NA,NA,NA,NA,"english",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"picture",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"another","superordinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorization bias","catBias","cognitive_development",-0.210526315789474,0.102216066481994,-0.19078947368421,0.0839489374134349,-0.104684784518043,0.0247230578612246,-0.105069729019727,0.142857142857143,-0.381852497733519,0.336277379870912,"group_means_one",1582.76,10,"baldwin_1992 NA","",52.0013963325736,"1992"
"4","baldwin_1992","Baldwin, D. A. (1992). Clarifying the role of shape in children's taxonomic assumption. Journal of experimental child psychology, 54(3), 392-416.","Baldwin (1992)","yes","ML",3,"taxonomic_vs_shape_label",NA,"behavior","test_only","forced-choice","target_selection","within_one",NA,"typical","experimental",NA,10,NA,1582.76,NA,0.66,0.5,0.29,NA,NA,NA,NA,NA,NA,NA,"english",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"picture",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"another","superordinate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorization bias","catBias","cognitive_development",0.551724137931035,0.115219976218787,0.5,0.09462890625,0.265928998125813,0.0231158591580981,0.272477880383829,0.142857142857143,1.00071689061198,0.379058528127451,"group_means_one",1582.76,10,"baldwin_1992 NA","",52.0013963325736,"1992"
"5","bauer_1989","Bauer, P. J., & Mandler, J. M. (1989). Taxonomies and triads: Conceptual organization in one-to two-year-olds. Cognitive Psychology, 21(2), 156-184.","Bauer & Mandler (1989)","yes","ML",1,"16mo_nolabel","a","behavior","test_only","forced-choice","target_selection","within_one",NA,"typical","experimental",NA,18,NA,502.04,NA,0.738,0.5,0.1372,NA,7.58,NA,NA,NA,NA,NA,"english",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"object",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"another","basic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorization bias","catBias","cognitive_development",1.73469387755102,0.139143412467028,1.65338010204082,0.126404452585403,0.655223960497392,0.00646523301027179,0.784398278422963,0.0666666666666667,3.14638665224303,0.457763478689056,"group_means_one",502.04,18,"bauer_1989 a","",16.4944660054621,"1989"
"6","bauer_1989","Bauer, P. J., & Mandler, J. M. (1989). Taxonomies and triads: Conceptual organization in one-to two-year-olds. Cognitive Psychology, 21(2), 156-184.","Bauer & Mandler (1989)","yes","ML",1,"20mo_nolabel","b","behavior","test_only","forced-choice","target_selection","within_one",NA,"typical","experimental",NA,18,NA,624.8,NA,0.847,0.5,0.1586,NA,9.54,NA,NA,NA,NA,NA,"english",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"object",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"another","basic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorization bias","catBias","cognitive_development",2.18789407313997,0.188524457646695,2.08533653846154,0.171264528052576,0.73808933893559,0.00444614401734821,0.946269125248379,0.0666666666666667,3.9684008788731,0.620220605634269,"group_means_one",624.8,18,"bauer_1989 b","",20.527731575597,"1989"
"7","bauer_1989","Bauer, P. J., & Mandler, J. M. (1989). Taxonomies and triads: Conceptual organization in one-to two-year-olds. Cognitive Psychology, 21(2), 156-184.","Bauer & Mandler (1989)","yes","ML",1,"16mo_label","a","behavior","test_only","forced-choice","target_selection","within_one",NA,"typical","experimental",NA,18,NA,502.04,NA,0.704,0.5,0.1703,NA,5.22,NA,NA,NA,NA,NA,"english",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"object",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"another","basic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorization bias","catBias","cognitive_development",1.19788608338227,0.0954147519100252,1.14173517322372,0.0866792704729501,0.513828866945688,0.00950940594223348,0.567918353171077,0.0666666666666667,2.17272501646377,0.313901951793345,"group_means_one",502.04,18,"bauer_1989 a","",16.4944660054621,"1989"
"8","bauer_1989","Bauer, P. J., & Mandler, J. M. (1989). Taxonomies and triads: Conceptual organization in one-to two-year-olds. Cognitive Psychology, 21(2), 156-184.","Bauer & Mandler (1989)","yes","ML",1,"20mo_label","b","behavior","test_only","forced-choice","target_selection","within_one",NA,"typical","experimental",NA,18,NA,624.8,NA,0.847,0.5,0.169,NA,8.97,NA,NA,NA,NA,NA,"english",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"object",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"another","basic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorization bias","catBias","cognitive_development",2.05325443786982,0.172662605184226,1.95700813609467,0.156854871555299,0.716335409187755,0.00498150036898859,0.900077099452464,0.0666666666666667,3.72419159401937,0.568037202676596,"group_means_one",624.8,18,"bauer_1989 b","",20.527731575597,"1989"
"9","bauer_1989","Bauer, P. J., & Mandler, J. M. (1989). Taxonomies and triads: Conceptual organization in one-to two-year-olds. Cognitive Psychology, 21(2), 156-184.","Bauer & Mandler (1989)","yes","ML",2,"17mo_thematic_training",NA,"behavior","test_only","forced-choice","target_selection","within_one",NA,"typical","experimental",NA,10,NA,523.48,NA,0.235,0.5,0.1564,NA,NA,NA,NA,NA,NA,NA,"english",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"object",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"goes_with","basic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorization bias","catBias","cognitive_development",-1.69437340153453,0.243545061191384,-1.53552589514066,0.200020894982377,-0.646401376562712,0.0120131858030852,-0.76909238171114,0.142857142857143,-3.07325339847869,0.801231135932687,"group_means_one",523.48,10,"bauer_1989 NA","",17.1988747202201,"1989"
"10","bauer_1989","Bauer, P. J., & Mandler, J. M. (1989). Taxonomies and triads: Conceptual organization in one-to two-year-olds. Cognitive Psychology, 21(2), 156-184.","Bauer & Mandler (1989)","yes","ML",3,"19mo_taxonomic_basic","c","behavior","test_only","forced-choice","target_selection","within_one",NA,"typical","experimental",NA,14,NA,594.36,NA,0.895,0.5,11.7,NA,NA,NA,NA,NA,NA,NA,"english",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"object",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"another","basic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorization bias","catBias","cognitive_development",0.0337606837606838,0.0714692779917139,0.031650641025641,0.0628147951099048,0.0168779374017303,0.0178520545375758,0.0168795403189653,0.0909090909090909,0.0612351067412407,0.235124500203233,"group_means_one",594.36,14,"bauer_1989 c","",19.5276289040843,"1989"
