"unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","minimal_pairs","cues_present","word_typicality","ME_trial_type","preceding","task_difficulty","median_production_vocab","sentence_structure","agent_argument_type","patient_argument_type","stimuli_modality","stimuli_actor","transitive_event","intransitive_event","presentation_type","character_identification","practice_phase","test_mass_or_distributed","n_train_test_pair","n_test_trial_per_pair","n_repetitions_sentence","n_repetitions_video","learning_domain","live_video","task","rhythm_class","speech_manip","percentV","deltaC","deltaV","VarcoV","nPVI_V","rPVI_C","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc","all_mod","mean_age_months","year"
"1","barr2007b","Barr, R., Muentener, P., Garcia, A., Fujimoto, M., & Chávez, V. (2007). The effect of repetition on imitation from television during infancy. Developmental Psychobiology, 49, 196–207. https://doi.org/10.1002/dev.20211","Barr et al. (2007)","yes","EC; GS",1.3,"live; video","12_month_olds","behavior","familiarization","imitation","actions_produced","between","American English","typical","live","video",12,12,384,384,1.01,1.1,0.96,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4722222222,0.4722222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"journal_article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"Video deficit","videodef","cognitive_development",-0.102375233143863,0.16688501434086,-0.0987189748172964,0.155177519712355,-0.0511206878846043,0.0413950140909997,-0.0511652894932293,0.111111111111111,-0.185688132789668,0.549029690671469,"between",384,12,"barr2007b 12_month_olds","",12.616275488203,"2007"
"2","barr2007b","Barr, R., Muentener, P., Garcia, A., Fujimoto, M., & Chávez, V. (2007). The effect of repetition on imitation from television during infancy. Developmental Psychobiology, 49, 196–207. https://doi.org/10.1002/dev.20209","Barr et al. (2007)","yes","EC; GS",1.1,"live; video","15_month_olds","behavior","familiarization","imitation","actions_produced","between","American English","typical","live","video",12,12,468,468,1.46,1.46,0.69,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537037037,0.537037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"journal_article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"Video deficit","videodef","cognitive_development",0,0.166666666666667,0,0.154974489795918,0,0.0416666666666667,0,0.111111111111111,0,0.548311355616075,"between",468,12,"barr2007b 15_month_olds","",15.3760857512475,"2007"
"3","barr2007b","Barr, R., Muentener, P., Garcia, A., Fujimoto, M., & Chávez, V. (2007). The effect of repetition on imitation from television during infancy. Developmental Psychobiology, 49, 196–207. https://doi.org/10.1002/dev.20210","Barr et al. (2007)","yes","EC; GS",1.1,"live; video","18_month_olds","behavior","familiarization","imitation","actions_produced","between","American English","typical","live","video",12,12,568,568,2.05,1.92,0.76,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537037037,0.537037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"journal_article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,"Video deficit","videodef","cognitive_development",0.197196177091618,0.167476798588741,0.190153456481204,0.155727788483663,0.0981222901303753,0.0406714579310853,0.0984390284920312,0.111111111111111,0.357674300638196,0.550976582810597,"between",568,12,"barr2007b 18_month_olds","",18.6615741596337,"2007"
"4","barr2007b","Barr, R., Muentener, P., Garcia, A., Fujimoto, M., & Chávez, V. (2007). The effect of repetition on imitation from television during infancy. Developmental Psychobiology, 49, 196–207. https://doi.org/10.1002/dev.20208","Barr et al. (2007)","yes","EC; GS",1.1,"live; video","21_month_olds","behavior","familiarization","imitation","actions_produced","between","American English","typical","live","video",12,12,652,651,2.43,1.88,0.62,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.537037037,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"journal_article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"Video deficit","videodef","cognitive_development",0.887096774193549,0.183061264308012,0.855414746543779,0.17021895622518,0.405454361794091,0.0267019083631284,0.430159219052139,0.111111111111111,1.60901556504648,0.602247419961114,"between",651.5,12,"barr2007b 21_month_olds","",21.4049569806362,"2007"
"5","barr1992","Barr, R., & Hayne, H. (1999). Developmental changes in imitation from television during infancy. Child Development, 70, 1067–1081. https://doi.org/10.1111/1467-8624.00079","Barr & Hayne (1999)","yes","EC; GS",1.1,"live; video","12_month_olds","behavior","familiarization","imitation","actions_produced","between","New Zealand English","typical","live","video",12,12,374,374,0.93,0.09,0.9,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"journal_article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"Video deficit","videodef","cognitive_development",1.26426619476005,0.199966021066939,1.21911383066147,0.185937792548212,0.534327793421805,0.0182344061588245,0.596182838630761,0.111111111111111,2.29312522027859,0.657861840530194,"between",374,12,"barr1992 12_month_olds","",12.2877266473644,"1992"
"6","barr1993","Barr, R., & Hayne, H. (1999). Developmental changes in imitation from television during infancy. Child Development, 70, 1067–1081. https://doi.org/10.1111/1467-8624.00080","Barr & Hayne (1999)","yes","EC; GS",1.1,"live; video","15_month_olds","behavior","familiarization","imitation","actions_produced","between","New Zealand English","typical","live","video",12,12,374,374,1.13,0.17,0.98,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"journal_article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"Video deficit","videodef","cognitive_development",1.19220168128498,0.196278017684557,1.14962304981051,0.182508513892911,0.51203095036175,0.0197092703002857,0.565478522688277,0.111111111111111,2.16241465155366,0.645728795725532,"between",374,12,"barr1993 15_month_olds","",12.2877266473644,"1993"
"7","barr1994","Barr, R., & Hayne, H. (1999). Developmental changes in imitation from television during infancy. Child Development, 70, 1067–1081. https://doi.org/10.1111/1467-8624.00081","Barr & Hayne (1999)","yes","EC; GS",1.1,"live; video","18_month_olds","behavior","familiarization","imitation","actions_produced","between","New Zealand English","typical","live","video",12,12,374,374,1.75,0.92,1.14,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"journal_article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,"Video deficit","videodef","cognitive_development",0.750754716743505,0.178409013431513,0.72394204828838,0.165893074989251,0.351433154151529,0.0300334165827359,0.36707791396168,0.111111111111111,1.36171842792521,0.586942128052557,"between",374,12,"barr1994 18_month_olds","",12.2877266473644,"1994"
"8","barr1995","Barr, R., & Hayne, H. (1999). Developmental changes in imitation from television during infancy. Child Development, 70, 1067–1081. https://doi.org/10.1111/1467-8624.00082","Barr & Hayne (1999)","yes","EC; GS",1.2,"live; video","12_month_olds","behavior","familiarization","imitation","actions_produced","between","New Zealand English","typical","live","video",12,12,374,374,1.85,0.18,0.94,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"journal_article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266229,"Video deficit","videodef","cognitive_development",2.0973545000914,0.258310331230284,2.02244898223099,0.240189070748568,0.723703616700151,0.00697581836191211,0.915378189145769,0.111111111111111,3.80418025883955,0.849806927319087,"between",374,12,"barr1995 12_month_olds","",12.2877266473644,"1995"
"9","barr1996","Barr, R., & Hayne, H. (1999). Developmental changes in imitation from television during infancy. Child Development, 70, 1067–1081. https://doi.org/10.1111/1467-8624.00083","Barr & Hayne (1999)","yes","EC; GS",1.2,"live; video","15_month_olds","behavior","familiarization","imitation","actions_produced","between","New Zealand English","typical","live","video",12,12,374,374,1.51,0.5,1.15,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"journal_article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"Video deficit","videodef","cognitive_development",0.990529357563253,0.187107258504056,0.955153309078852,0.173981111542674,0.443815648700532,0.0242226790232021,0.476972418909,0.111111111111111,1.79662151900356,0.615558207335797,"between",374,12,"barr1996 15_month_olds","",12.2877266473644,"1996"
"10","barr1997","Barr, R., & Hayne, H. (1999). Developmental changes in imitation from television during infancy. Child Development, 70, 1067–1081. https://doi.org/10.1111/1467-8624.00084","Barr & Hayne (1999)","yes","EC; GS",2,"live; video","live; video","behavior","familiarization","imitation","actions_produced","between","New Zealand English","typical","live","video",12,12,374,374,1.69,1.26,0.95,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5555555556,0.5555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"journal_article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"Video deficit","videodef","cognitive_development",0.452631578947368,0.170934903047091,0.436466165413534,0.158943296328227,0.220733519240087,0.0367867444780777,0.224427067195644,0.111111111111111,0.820982870127067,0.562353290471119,"between",374,12,"barr1997 live; video","",12.2877266473644,"1997"
