"unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","minimal_pairs","cues_present","word_typicality","ME_trial_type","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc","all_mod","mean_age_months","year"
"1","arunachalam2010","Arunachalam, S., & Waxman, S. R. (2010). Meaning from syntax: Evidence from 2-year-olds. Cognition, 114(3), 442-446.","Arunachalam & Waxman (2010)","yes","AC,ML",1,"transitive","1","behavior","familiarization","forced-choice","target_selection","within_one","American English","typical",NA,NA,20,NA,831.012,NA,0.67,0.5,NA,NA,3.19,NA,NA,0.71,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntactic bootstrapping","synboot","early_language",0.713305684822433,0.062720125,0.683584614621498,0.0576023370225695,0.335927036520702,0.0109481953698306,0.349494355512496,0.0588235294117647,1.29379339763558,0.206340940578958,"t_one",831.012,20,"arunachalam2010 1","",27.3028029322984,"2010"
"2","arunachalam2010","Arunachalam, S., & Waxman, S. R. (2010). Meaning from syntax: Evidence from 2-year-olds. Cognition, 114(3), 442-446.","Arunachalam & Waxman (2010)","yes","AC,ML",1,"intransitive","2","behavior","familiarization","forced-choice","target_selection","within_one","American English","typical",NA,NA,20,NA,831.012,NA,0.57,0.5,NA,NA,1.34,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntactic bootstrapping","synboot","early_language",0.299633108984972,0.0522445,0.287148396110598,0.0479814939236111,0.14816302187723,0.0122197049395887,0.149261701813665,0.0588235294117647,0.543474342580464,0.171877515710904,"t_one",831.012,20,"arunachalam2010 2","",27.3028029322984,"2010"
"3","arunachalam2013b","Arunachalam, S. (2013). Two-year-olds can begin to acquire verb meanings in socially impoverished contexts. Cognition, 129(3), 569-573.","Arunachalam (2013)","yes","AC,ML",1,"transitive","3","eye-tracking","familiarization","forced-choice","looking_time","within_one","American English","typical",NA,NA,20,NA,827.968,NA,0.59,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntactic bootstrapping","synboot","early_language",0.45,0.0550625,0.43125,0.0505695529513889,0.219512195121951,0.0118700552954876,0.22314355131421,0.0588235294117647,0.816209713905398,0.181148364111661,"group_means_one",827.968,20,"arunachalam2013b 3","",27.2027926651471,"2013"
"4","arunachalam2013b","Arunachalam, S. (2013). Two-year-olds can begin to acquire verb meanings in socially impoverished contexts. Cognition, 129(3), 569-573.","Arunachalam (2013)","yes","AC,ML",1,"intransitive","4","eye-tracking","familiarization","forced-choice","looking_time","within_one","American English","typical",NA,NA,20,NA,827.968,NA,0.56,0.5,0.23,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntactic bootstrapping","synboot","early_language",0.260869565217392,0.0517013232514178,0.25,0.0474826388888889,0.129339184067768,0.0122874526254901,0.130067732957573,0.0588235294117647,0.473165051539362,0.170090535834779,"group_means_one",827.968,20,"arunachalam2013b 4","",27.2027926651471,"2013"
"5","arunachalam2013c","Arunachalam, S., Escovar, E., Hansen, M. A., & Waxman, S. R. (2013). Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event. Language and cognitive processes, 28(4), 417-425.","Arunachalam et al. (2013)","yes","AC",1,"transitive","5","eye-tracking","familiarization","forced-choice","looking_time","within_one","American English","typical",NA,NA,20,NA,645.328,NA,0.57,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntactic bootstrapping","synboot","early_language",0.35,0.0530625,0.335416666666666,0.0487327473958333,0.172380331752248,0.0121178534874033,0.174118860824002,0.0588235294117647,0.634829777481976,0.174568627844268,"group_means_one",645.328,20,"arunachalam2013c 5","",21.2021766360706,"2013"
"6","arunachalam2013c","Arunachalam, S., Escovar, E., Hansen, M. A., & Waxman, S. R. (2013). Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event. Language and cognitive processes, 28(4), 417-425.","Arunachalam et al. (2013)","yes","AC",1,"intransitive","6","eye-tracking","familiarization","forced-choice","looking_time","within_one","American English","typical",NA,NA,20,NA,645.328,NA,0.59,0.5,0.23,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntactic bootstrapping","synboot","early_language",0.391304347826087,0.05382797731569,0.375,0.0494357638888889,0.192011606385656,0.0120227796820485,0.194424945199683,0.0588235294117647,0.709747577309041,0.177086947272224,"group_means_one",645.328,20,"arunachalam2013c 6","",21.2021766360706,"2013"
"7","arunachalam2019","Arunachalam, S., & Dennis, S. (2019). Semantic detail in the developing verb lexicon: An extension of Naigles and Kako (1993). Developmental science, 22(1), e12697.","Arunachalam & Dennis (2019)","yes","AC",1,"transitive","7","eye-tracking","familiarization","forced-choice","looking_time","within_one","American English","typical",NA,NA,19,NA,831.012,NA,0.47,0.5,0.16,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntactic bootstrapping","synboot","early_language",-0.1875,0.0535567434210526,-0.179227941176471,0.0489353894796599,-0.0933407086930584,0.0130422666578682,-0.093613211221129,0.0625,-0.340087380793916,0.176194623525478,"group_means_one",831.012,19,"arunachalam2019 7","",27.3028029322984,"2019"
"8","arunachalam2019","Arunachalam, S., & Dennis, S. (2019). Semantic detail in the developing verb lexicon: An extension of Naigles and Kako (1993). Developmental science, 22(1), e12697.","Arunachalam & Dennis (2019)","yes","AC",1,"intransitive","8","eye-tracking","familiarization","forced-choice","looking_time","within_one","American English","typical",NA,NA,19,NA,831.012,NA,0.34,0.5,0.18,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntactic bootstrapping","synboot","early_language",-0.888888888888889,0.0734243014944769,-0.849673202614379,0.0670885972781499,-0.406138466053448,0.0106885719777309,-0.430978182711961,0.0625,-1.61226610154153,0.2415562697256,"group_means_one",831.012,19,"arunachalam2019 8","",27.3028029322984,"2019"
"9","arunachalam2019","Arunachalam, S., & Dennis, S. (2019). Semantic detail in the developing verb lexicon: An extension of Naigles and Kako (1993). Developmental science, 22(1), e12697.","Arunachalam & Dennis (2019)","yes","AC",2,"transitive","9","eye-tracking","familiarization","forced-choice","looking_time","within_one","American English","typical",NA,NA,19,NA,851.2,NA,0.37,0.5,0.15,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntactic bootstrapping","synboot","early_language",-0.866666666666667,0.0723976608187134,-0.82843137254902,0.0661505443250572,-0.3976074376343,0.0108008753904188,-0.420803875392792,0.0625,-1.57195944900299,0.23817875728165,"group_means_one",851.2,19,"arunachalam2019 9","",27.9660773321834,"2019"
"10","arunachalam2019","Arunachalam, S., & Dennis, S. (2019). Semantic detail in the developing verb lexicon: An extension of Naigles and Kako (1993). Developmental science, 22(1), e12697.","Arunachalam & Dennis (2019)","yes","AC",2,"intransitive","10","eye-tracking","familiarization","forced-choice","looking_time","within_one","American English","typical",NA,NA,19,NA,851.2,NA,0.35,0.5,0.17,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntactic bootstrapping","synboot","early_language",-0.882352941176471,0.0731196503369149,-0.843425605536332,0.0668102341421855,-0.403640206576294,0.010721772331833,-0.427990061728801,0.0625,-1.60041120373607,0.240554007590444,"group_means_one",851.2,19,"arunachalam2019 10","",27.9660773321834,"2019"
